Takim No, Paket No, Zaman, Basinc1, Basinc2, Yukseklik1 , yukseklik2, Irtifa Farki, Inis Hizi, Sicaklik, Pil Gerilimi, GPS Longtitude1, GPS Latitude1, GPS Altitude1, GPS Latitude2, GPS Longtitude, GPS Altitude2, Uydu Statusu, Pitch, Roll, Yaw, Donus Sayisi, Video Aktarim Bilgisi
464474,26,3:29:27,90340,0,-0.631927,0.000000,0.631927,0.126902,32.270000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.528932,-0.251405,0.998589,0,hayir 
464474,27,3:29:28,90343,0,-0.441533,0.000000,0.441533,-0.211549,32.259998,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.594640,-0.247521,1.048212,0,hayir 
464474,28,3:29:29,90333,0,-0.421664,0.000000,0.421664,-0.054697,32.279999,3.297511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.549352,-0.283990,1.079792,0,hayir 
464474,29,3:29:30,90336,0,-0.570969,0.000000,0.570969,0.165894,32.270000,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.597631,-0.219636,1.125606,0,hayir 
464474,30,3:29:31,90335,0,-0.631973,0.000000,0.631973,0.067783,32.259998,3.259056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.508096,-0.223567,1.167146,0,hayir 
464474,31,3:29:33,90338,0,-0.449244,0.000000,0.449244,-0.203032,32.259998,3.259056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.499668,-0.249368,1.220925,0,hayir 
464474,32,3:29:34,90332,0,-0.555786,0.000000,0.555786,0.118380,32.259998,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.544510,-0.173930,1.258891,0,hayir 
464474,33,3:29:35,90340,0,-0.479731,0.000000,0.479731,-0.084505,32.259998,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.283655,-0.192696,1.282137,0,hayir 
464474,34,3:29:36,90339,0,-0.677597,0.000000,0.677597,0.219851,32.230000,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.549601,-0.208190,1.327175,0,hayir 
464474,35,3:29:37,90339,0,-0.498948,0.000000,0.498948,-0.117146,32.240002,3.297511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.538820,-0.300347,1.359625,0,hayir 
464474,36,3:29:38,90338,0,-0.586273,0.000000,0.586273,0.097028,32.230000,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.571327,-0.291781,1.410663,0,hayir 
464474,37,3:29:39,90342,0,-0.571009,0.000000,0.571009,-0.016960,32.250000,3.259056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.552342,-0.267075,1.456859,0,hayir 
464474,38,3:29:40,90339,0,-0.449209,0.000000,0.449209,-0.135334,32.240002,3.254249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.534250,-0.280577,1.507015,0,hayir 
464474,39,3:29:41,90339,0,-0.586273,0.000000,0.586273,0.152294,32.209999,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.561003,-0.328856,1.558350,0,hayir 
464474,40,3:29:42,90341,0,-0.532939,0.000000,0.532939,-0.059261,32.220001,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.606376,-0.298299,1.603575,0,hayir 
464474,41,3:29:43,90339,0,-0.540573,0.000000,0.540573,0.008483,32.230000,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.572765,-0.376597,1.646269,0,hayir 
464474,1,3:29:44,90340,0,-0.562242,0.000000,0.562242,0.039151,32.230000,2.812017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.536777,-0.326011,1.702486,0,hayir 
464474,2,3:29:45,90336,0,-0.312083,0.000000,0.312083,-0.277954,32.240002,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.614402,-0.305822,1.747846,0,hayir 
464474,3,3:29:46,90336,0,-0.380646,0.000000,0.380646,0.076181,32.240002,3.249442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.504867,-0.262395,1.811571,0,hayir 
464474,4,3:29:47,90336,0,-0.494868,0.000000,0.494868,0.126914,32.240002,3.263863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.554316,-0.294430,1.855388,0,hayir 
464474,5,3:29:48,90339,0,-0.289271,0.000000,0.289271,-0.228441,32.230000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.586977,-0.303390,1.910008,0,hayir 
464474,6,3:29:49,90339,0,-0.494954,0.000000,0.494954,0.228537,32.200001,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.531545,-0.265877,1.956312,0,hayir 
464474,7,3:29:51,90337,0,-0.350194,0.000000,0.350194,-0.160845,32.200001,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.520352,-0.255469,1.996654,0,hayir 
464474,8,3:29:52,90335,0,-0.393559,0.000000,0.393559,-0.093702,32.200001,3.297511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.603002,-0.263711,2.040945,0,hayir 
464474,9,3:29:53,90334,0,-0.289271,0.000000,0.289271,-0.115876,32.180000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.672050,-0.298933,2.089971,0,hayir 
