Takim No, Paket No, Zaman, Basinc1, Basinc2, Yukseklik1 , yukseklik2, Irtifa Farki, Inis Hizi, Sicaklik, Pil Gerilimi, GPS Longtitude1, GPS Latitude1, GPS Altitude1, GPS Latitude2, GPS Longtitude, GPS Altitude2, Uydu Statusu, Pitch, Roll, Yaw, Donus Sayisi, Video Aktarim Bilgisi
464474,150,3:12:10,90322,0,1.385946,0.000000,-1.385946,0.016898,30.530001,3.268670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.526550,-0.238444,2.801978,0,hayir 
464474,151,3:12:11,90325,0,1.431651,0.000000,-1.431651,-0.050783,30.549999,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.535215,-0.148537,2.830039,0,hayir 
464474,1,3:12:13,90323,0,1.492488,0.000000,-1.492488,-0.067596,30.549999,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.499769,-0.232465,2.853134,0,hayir 
464474,2,3:12:14,90321,0,1.446869,0.000000,-1.446869,0.050687,30.559999,3.292704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.440515,-0.138383,2.886059,0,hayir 
464474,3,3:12:15,90326,0,1.518343,0.000000,-1.518343,0.117067,30.570000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.462046,-0.086575,2.914172,0,hayir 
464474,4,3:12:16,90325,0,1.462092,0.000000,-1.462092,0.062502,30.590000,3.287897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.494953,-0.186839,2.954732,0,hayir 
464474,5,3:12:17,90326,0,1.545827,0.000000,-1.545827,-0.093039,30.580000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.551414,-0.251171,2.977692,0,hayir 
464474,6,3:12:18,90323,0,1.385986,0.000000,-1.385986,0.177601,30.600000,3.283090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.401862,-0.199747,3.009790,0,hayir 
464474,7,3:12:19,90325,0,1.484945,0.000000,-1.484945,-0.109954,30.600000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.549566,-0.159003,3.035266,0,hayir 
464474,8,3:12:20,90328,0,1.515376,0.000000,-1.515376,-0.033812,30.610001,3.283090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.476149,-0.240145,3.064093,0,hayir 
464474,9,3:12:21,90330,0,1.408697,0.000000,-1.408697,0.118532,30.620001,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.577201,-0.256793,3.082726,0,hayir 
464474,10,3:12:23,90325,0,1.497216,0.000000,-1.497216,0.023433,30.620001,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.519461,-0.290715,3.118249,0,hayir 
464474,11,3:12:24,90325,0,1.561040,0.000000,-1.561040,-0.070916,30.629999,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.471780,-0.246317,3.144239,0,hayir 
464474,12,3:12:25,90326,0,1.538239,0.000000,-1.538239,0.025335,30.639999,3.283090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.521454,-0.214733,3.166061,0,hayir 
464474,13,3:12:26,90327,0,1.583903,0.000000,-1.583903,-0.050738,30.639999,3.268670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.513427,-0.258959,3.197113,0,hayir 
464474,14,3:12:27,90323,0,1.507751,0.000000,-1.507751,0.084613,30.639999,3.287897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.517993,-0.171481,3.226520,0,hayir 
