Takim No, Paket No, Zaman, Basinc1, Basinc2, Yukseklik1 , yukseklik2, Irtifa Farki, Inis Hizi, Sicaklik, Pil Gerilimi, GPS Longtitude1, GPS Latitude1, GPS Altitude1, GPS Latitude2, GPS Longtitude, GPS Altitude2, Uydu Statusu, Pitch, Roll, Yaw, Donus Sayisi, Video Aktarim Bilgisi
464474,263,1:15:28,90457,90185,0.311732,0.548706,0.236974,-0.025262,24.700001,15.301263,33.985233,38.349846,959.099976,33.985001,38.349808,0.000000,Bekleme,3.093444,-0.277159,54.240143,0,hayir 
464474,1,1:15:29,90454,90184,0.380224,0.457520,0.077296,-0.076102,24.680000,15.301263,33.985237,38.349846,959.099976,33.985001,38.349808,0.000000,Bekleme,5.383805,0.979715,57.886772,0,hayir 
464474,2,1:15:30,90453,90181,0.433411,0.548706,0.115295,-0.059097,24.690001,15.301263,33.985241,38.349846,959.000000,33.985001,38.349808,0.000000,Bekleme,3.605887,2.648783,61.281826,0,hayir 
464474,3,1:15:31,90453,90183,0.329857,0.365784,0.035927,-0.124752,24.690001,15.296843,33.985249,38.349846,958.799988,33.985001,38.349808,0.000000,Bekleme,5.976697,1.678447,45.726269,0,hayir 
464474,4,1:15:32,90456,90179,0.380264,0.365784,-0.014480,-0.056008,24.690001,15.301263,33.985256,38.349850,959.000000,33.985001,38.349808,0.000000,Bekleme,4.851373,2.394429,16.069567,0,hayir 
464474,5,1:15:33,90453,90183,0.433456,0.732117,0.298661,-0.059102,24.670000,15.283579,33.985264,38.349854,959.200012,33.985001,38.349808,0.000000,Bekleme,4.630300,-0.641787,-4.548496,0,hayir 
464474,6,1:15:35,90454,90177,0.524648,0.548706,0.024058,-0.101324,24.680000,15.301263,33.985264,38.349854,959.200012,33.985001,38.349808,0.000000,Bekleme,-0.181630,-4.007415,-3.461181,0,hayir 
464474,7,1:15:36,90454,90183,0.448669,0.548706,0.100037,0.084421,24.690001,15.301263,33.985268,38.349861,954.200012,33.985001,38.349808,0.000000,Bekleme,4.361334,0.647586,-11.277734,0,hayir 
464474,8,1:15:37,90455,90181,0.281331,0.548706,0.267375,0.185931,24.700001,15.296843,33.985264,38.349861,959.500000,33.985001,38.349812,0.000000,Bekleme,3.326922,1.289498,-12.767392,0,hayir 
464474,9,1:15:38,90451,90181,0.190013,0.640442,0.450429,0.101465,24.690001,15.296843,33.985268,38.349861,959.599976,33.985001,38.349812,0.000000,Bekleme,2.072878,-0.864776,-10.094081,0,hayir 
464474,10,1:15:39,90453,90184,0.364929,0.457520,0.092591,0.101433,24.690001,15.292421,33.985268,38.349861,959.700012,33.985001,38.349808,0.000000,Bekleme,2.162347,0.644004,-9.683272,0,hayir 
464474,11,1:15:40,90449,90185,0.304113,0.274597,-0.029516,0.067574,24.690001,15.292421,33.985268,38.349861,959.799988,33.985001,38.349808,0.000000,Bekleme,2.375046,0.859683,-14.098776,0,hayir 
464474,12,1:15:41,90453,90184,0.364970,0.640442,0.275472,-0.067619,24.680000,15.296843,33.985268,38.349857,959.799988,33.985001,38.349808,0.000000,Bekleme,0.920878,0.449788,-14.809492,0,hayir 
464474,13,1:15:42,90455,90187,0.600759,0.182922,-0.417837,-0.261988,24.690001,15.234947,33.985268,38.349857,959.900024,33.985001,38.349808,0.000000,Bekleme,1.681262,1.723558,-15.124993,0,hayir 
464474,14,1:15:43,90454,90183,0.471405,0.365784,-0.105621,0.143726,24.690001,15.296843,33.985271,38.349854,959.900024,33.985001,38.349808,0.000000,Bekleme,2.329383,2.359485,-15.125178,0,hayir 
464474,15,1:15:44,90451,90181,0.433421,0.640442,0.207021,0.042205,24.700001,15.292421,33.985271,38.349854,960.000000,33.985001,38.349808,0.000000,Bekleme,2.365700,2.643687,-15.148310,0,hayir 
464474,16,1:15:45,90456,90181,0.319356,0.640442,0.321086,0.126738,24.709999,15.296843,33.985271,38.349854,960.099976,33.985001,38.349808,0.000000,Bekleme,2.462355,2.682828,-15.209464,0,hayir 
464474,17,1:15:46,90456,90183,0.357962,0.457520,0.099558,-0.132613,24.700001,15.296843,33.985271,38.349850,960.299988,33.985001,38.349808,0.000000,Bekleme,2.270859,2.734205,-15.189245,0,hayir 
464474,18,1:15:47,90452,90185,0.243383,0.365784,0.122401,0.127310,24.709999,15.296843,33.985271,38.349850,960.400024,33.985001,38.349804,0.000000,Bekleme,2.523848,2.521694,-15.019798,0,hayir 
464474,19,1:15:48,90454,90181,0.402964,0.365784,-0.037180,-0.177313,24.730000,15.292421,33.985275,38.349850,960.400024,33.985001,38.349804,0.000000,Bekleme,2.435100,2.433518,-14.921969,0,hayir 
464474,20,1:15:49,90454,90180,0.296483,0.732117,0.435634,0.118312,24.730000,15.296843,33.985275,38.349846,960.500000,33.985001,38.349808,0.000000,Bekleme,0.557971,0.998337,-12.186128,0,hayir 
464474,21,1:15:50,90453,90184,0.410543,0.548706,0.138163,-0.126733,24.730000,15.296843,33.985271,38.349846,960.500000,33.985001,38.349808,0.000000,Bekleme,-0.650542,0.793517,-9.754802,0,hayir 
464474,22,1:15:51,90455,90180,0.448710,0.365784,-0.082926,-0.042408,24.740000,15.288000,33.985275,38.349846,960.400024,33.985001,38.349808,0.000000,Bekleme,-0.680427,0.430302,-2.344256,0,hayir 
464474,23,1:15:52,90458,90184,0.319326,0.548706,0.229380,0.143760,24.750000,15.288000,33.985275,38.349850,960.299988,33.985001,38.349808,0.000000,Bekleme,-1.161664,-0.540551,6.027267,0,hayir 
464474,24,1:15:53,90459,90184,0.357966,0.732117,0.374151,-0.062418,24.730000,15.296843,33.985275,38.349850,960.400024,33.985001,38.349804,0.000000,Bekleme,-0.748620,-1.844564,5.895042,0,hayir 
464474,25,1:15:55,90453,90184,0.304148,0.640442,0.336294,0.059798,24.719999,15.292421,33.985275,38.349850,960.400024,33.985001,38.349804,0.000000,Bekleme,-0.722642,-1.147613,5.461405,0,hayir 
464474,26,1:15:56,90454,90177,0.501862,0.640442,0.138580,-0.219681,24.709999,15.292421,33.985271,38.349854,-4453.600098,33.985001,38.349808,0.000000,Bekleme,-0.877007,-0.215469,4.853232,0,hayir 
464474,27,1:15:57,90453,90183,0.327026,0.640442,0.313416,0.194261,24.690001,15.288000,33.985271,38.349854,960.900024,33.985001,38.349808,0.000000,Bekleme,-0.273818,-2.531347,-10.787265,0,hayir 
464474,28,1:15:58,90455,90178,0.372564,0.640442,0.267878,-0.050597,24.719999,15.292421,33.985271,38.349850,960.900024,33.985001,38.349808,0.000000,Bekleme,2.952574,-0.002452,-14.478077,0,hayir 
464474,29,1:15:59,90452,90179,0.387807,0.640442,0.252635,-0.016937,24.730000,15.288000,33.985271,38.349850,960.799988,33.985001,38.349808,0.000000,Bekleme,2.201106,-0.564256,-14.710068,0,hayir 
464474,30,1:16:0,90453,90180,0.372604,0.823303,0.450699,0.016892,24.709999,15.292421,33.985271,38.349850,960.900024,33.985001,38.349808,0.000000,Bekleme,2.353290,-0.566389,-14.270733,0,hayir 
464474,31,1:16:1,90454,90182,0.371925,0.457520,0.085595,-0.015509,24.740000,15.239368,33.985271,38.349850,960.900024,33.985001,38.349808,0.000000,Bekleme,1.850412,-1.110034,-3.041630,0,hayir 
464474,32,1:16:2,90454,90184,0.425832,0.640442,0.214610,-0.059897,24.719999,15.292421,33.985271,38.349850,961.000000,33.985001,38.349808,0.000000,Bekleme,2.696345,0.616187,54.922756,0,hayir 
464474,33,1:16:3,90455,90176,0.304153,0.823303,0.519150,0.135199,24.700001,15.292421,33.985275,38.349854,961.200012,33.985001,38.349808,0.000000,Bekleme,0.135935,-0.041136,71.752953,0,hayir 
464474,34,1:16:4,90457,90180,0.273661,0.640442,0.366781,0.033880,24.690001,15.292421,33.985279,38.349857,961.200012,33.985001,38.349800,0.000000,Bekleme,-3.214515,-0.450311,67.858261,0,hayir 
464474,35,1:16:5,90455,90176,0.190099,0.732117,0.542018,0.092847,24.700001,15.292421,33.985287,38.349861,961.299988,33.985001,38.349800,0.000000,Bekleme,-0.807690,2.066819,72.048485,0,hayir 
464474,36,1:16:6,90453,90179,0.121618,0.823303,0.701685,0.076090,24.690001,15.292421,33.985298,38.349869,961.400024,33.985001,38.349792,0.000000,Bekleme,1.659474,3.498287,73.438850,0,hayir 
