Takim No, Paket No, Zaman, Basinc1, Basinc2, Yukseklik1 , yukseklik2, Irtifa Farki, Inis Hizi, Sicaklik, Pil Gerilimi, GPS Longtitude1, GPS Latitude1, GPS Altitude1, GPS Latitude2, GPS Longtitude, GPS Altitude2, Uydu Statusu, Pitch, Roll, Yaw, Donus Sayisi, Video Aktarim Bilgisi
464474,219,3:16:3,90327,0,1.583949,0.000000,-1.583949,0.076141,31.600000,3.297511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.570261,-0.290545,9.558007,0,hayir 
464474,1,3:16:4,90324,0,1.616756,0.000000,-1.616756,-0.132681,31.600000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.592124,-0.273844,9.583436,0,hayir 
464474,2,3:16:5,90323,0,1.629522,0.000000,-1.629522,-0.014185,31.610001,3.249442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.630495,-0.354157,9.605927,0,hayir 
464474,3,3:16:6,90323,0,1.667694,0.000000,-1.667694,-0.042414,31.610001,3.263863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.592107,-0.252915,9.629280,0,hayir 
464474,4,3:16:7,90327,0,1.500208,0.000000,-1.500208,0.186095,31.629999,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.628729,-0.307509,9.659616,0,hayir 
464474,5,3:16:8,90319,0,1.583903,0.000000,-1.583903,-0.092994,31.639999,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.561187,-0.292203,9.686110,0,hayir 
464474,6,3:16:9,90321,0,1.637197,0.000000,-1.637197,-0.059215,31.650000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.592031,-0.304935,9.709451,0,hayir 
464474,7,3:16:10,90326,0,1.637243,0.000000,-1.637243,-0.000051,31.650000,3.292704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.614828,-0.256700,9.721766,0,hayir 
464474,8,3:16:11,90324,0,1.771306,0.000000,-1.771306,-0.171743,31.650000,3.268670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.613212,-0.294176,9.745912,0,hayir 
464474,9,3:16:12,90323,0,1.629618,0.000000,-1.629618,0.157431,31.650000,3.249442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.695426,-0.254797,9.772886,0,hayir 
464474,10,3:16:13,90324,0,1.644831,0.000000,-1.644831,-0.016903,31.650000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.620894,-0.334082,9.790258,0,hayir 
464474,11,3:16:14,90325,0,1.675278,0.000000,-1.675278,-0.033829,31.660000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.686550,-0.350133,9.812925,0,hayir 
464474,12,3:16:15,90327,0,1.758926,0.000000,-1.758926,-0.092943,31.650000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.663693,-0.332944,9.835962,0,hayir 
464474,13,3:16:16,90322,0,1.736125,0.000000,-1.736125,0.025335,31.650000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.582057,-0.290121,9.858208,0,hayir 
464474,14,3:16:17,90325,0,1.774297,0.000000,-1.774297,-0.042414,31.660000,3.297511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.658532,-0.321152,9.871135,0,hayir 
464474,15,3:16:19,90324,0,1.785311,0.000000,-1.785311,-0.109237,31.660000,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.536420,-0.306676,9.897855,0,hayir 
464474,16,3:16:20,90326,0,1.622075,0.000000,-1.622075,0.181373,31.639999,3.259056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.603706,-0.287683,9.922755,0,hayir 
464474,17,3:16:21,90324,0,1.530655,0.000000,-1.530655,0.101578,31.629999,3.259056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.548962,-0.299067,9.937512,0,hayir 
464474,18,3:16:22,90323,0,1.591492,0.000000,-1.591492,-0.067596,31.620001,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.592064,-0.314581,9.958739,0,hayir 
464474,19,3:16:23,90325,0,1.637202,0.000000,-1.637202,-0.050789,31.610001,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.644985,-0.279536,9.993039,0,hayir 
464474,20,3:16:24,90323,0,1.522975,0.000000,-1.522975,0.126919,31.590000,3.273476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.673278,-0.349229,10.018871,0,hayir 
464474,21,3:16:25,90325,0,1.545832,0.000000,-1.545832,-0.025397,31.570000,3.297511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.557643,-0.262366,10.037198,0,hayir 
464474,22,3:16:26,90322,0,1.637752,0.000000,-1.637752,-0.023491,31.570000,3.278283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.620171,-0.246559,10.064266,0,hayir 
464474,23,3:16:27,90327,0,1.591583,0.000000,-1.591583,0.051298,31.570000,3.254249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bekleme,0.569970,-0.275601,10.099907,0,hayir 
