1099,0:0:6,1,C,F,N,0.137614,23.189999,8.403000,0:0:6,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:7,2,C,F,N,0.107056,23.209999,8.400100,0:0:7,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:8,3,C,F,N,0.122192,23.230000,8.369900,0:0:8,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:9,4,C,F,N,0.122192,23.240000,8.382100,0:0:9,32.734482,39.869904,930.432007,1099,0:0:10,5,C,F,N,0.122284,23.250000,8.403000,0:0:10,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:11,6,C,F,N,0.214020,23.269999,8.400100,0:0:11,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:12,7,C,F,N,0.381989,23.260000,8.369900,0:0:12,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:13,8,C,F,N,0.091654,23.269999,8.382100,0:0:13,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:14,9,C,F,N,0.137512,23.299999,8.403000,0:0:14,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
0:15,10,C,F,N,0.122203,23.299999,8.400100,0:0:15,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
6,11,C,F,N,0.168162,23.299999,8.369900,0:0:16,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:17,12,C,F,N,0.320984,23.299999,8.382100,0:0:17,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:18,13,C,F,N,0.397308,23.309999,8.403000,0:0:18,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:19,14,C,F,N,0.381989,23.330000,8.400100,0:0:19,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:20,15,C,F,N,0.213928,23.340000,8.369900,0:0:20,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
