1099,0:0:7,1,C,F,N,0.107218,22.820000,8.403000,0:0:7,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:7,2,C,F,N,0.122477,22.809999,8.400100,0:0:7,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:9,3,C,F,N,-0.107391,22.799999,8.369900,0:0:9,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,17:47:44,4,C,F,N,-0.061432,22.779999,8.382100,17:47:44,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
:47:44,5,C,F,N,-0.153300,22.769999,8.403000,17:47:44,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:44,6,C,F,N,0.076508,22.760000,8.400100,17:47:44,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:44,7,C,F,N,-0.107310,22.750000,8.369900,17:47:44,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
8,C,F,N,0.076497,22.750000,8.382100,17:47:44,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:44,9,C,F,N,-0.076701,22.750000,8.403000,17:47:44,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
17:47:44,10,C,F,N,-0.015350,22.750000,8.400100,17:47:44,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:45,11,C,F,N,-0.091960,22.740000,8.369900,17:47:45,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:46,12,C,F,N,-0.092041,22.750000,8.382100,17:47:46,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:47,13,C,F,N,-0.030721,22.750000,8.403000,17:47:47,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
47:48,14,C,F,N,-0.245341,22.750000,8.400100,17:47:48,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:49,15,C,F,N,0.045705,22.740000,8.369900,17:47:49,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
:47:50,16,C,F,N,-0.291219,22.740000,8.382100,17:47:50,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
:47:51,17,C,F,N,-0.122752,22.730000,8.403000,17:47:51,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:52,18,C,F,N,-0.260590,22.719999,8.400100,17:47:52,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:53,19,C,F,N,-0.199259,22.719999,8.369900,17:47:53,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:54,20,C,F,N,-0.229879,22.719999,8.382100,17:47:54,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:55,21,C,F,N,-0.046061,22.689999,8.403000,17:47:55,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
9,17:47:56,22,C,F,N,-0.045980,22.689999,8.400100,17:47:56,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:57,23,C,F,N,-0.199178,22.670000,8.369900,17:47:57,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:58,24,C,F,N,-0.199168,22.689999,8.382100,17:47:58,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
1099,17:47:59,25,C,F,N,-0.260508,22.670000,8.403000,17:47:59,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
,17:48:0,26,C,F,N,-0.291219,22.689999,8.400100,17:48:0,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:1,27,C,F,N,-0.245229,22.699999,8.369900,17:48:1,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:2,28,C,F,N,-0.459676,22.689999,8.382100,17:48:2,32.734482,39.869904,930.432007,3,LAUNCH_W1099,17:48:3,29,C,F,N,-0.321757,22.689999,8.403000,17:48:3,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:4,30,C,F,N,-0.459676,22.699999,8.400100,17:48:4,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
17:48:5,31,C,F,N,-0.520793,22.680000,8.369900,17:48:5,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
7:48:6,32,C,F,N,-0.398438,22.699999,8.382100,17:48:6,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:7,33,C,F,N,-0.444407,22.680000,8.403000,17:48:7,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
,34,C,F,N,-0.505554,22.670000,8.400100,17:48:8,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
7:48:9,35,C,F,N,-0.367808,22.670000,8.369900,17:48:9,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:10,36,C,F,N,-0.291117,22.660000,8.382100,17:48:10,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:11,37,C,F,N,-0.367727,22.650000,8.403000,17:48:11,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:12,38,C,F,N,-0.398427,22.650000,8.400100,17:48:12,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:13,39,C,F,N,-0.490285,22.639999,8.369900,17:48:13,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:14,40,C,F,N,-0.383158,22.639999,8.382100,17:48:14,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:15,41,C,F,N,-0.383169,22.619999,8.403000,17:48:15,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:16,42,C,F,N,-0.459656,22.619999,8.400100,17:48:16,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST17:47:44
099,17:48:17,43,C,F,N,-0.520803,22.609999,8.369900,17:48:17,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:18,44,C,F,N,-0.459574,22.590000,8.382100,17:48:18,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST17:47:44
1099,17:48:19,45,C,F,N,-0.413869,22.590000,8.403000,17:48:19,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST17:47:44
