1099,0:1:56,9,C,F,N,-0.473775,22.809999,8.403000,0:1:56,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:1:57,10,C,F,N,-0.412781,22.779999,8.400100,0:1:57,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:1:58,11,C,F,N,-0.259878,22.789999,8.369900,0:1:58,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:1:59,12,C,F,N,-0.397471,22.789999,8.382100,0:1:59,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:2:0,13,C,F,N,-0.489105,22.799999,8.403000,0:2:0,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:2:1,14,C,F,N,-0.137695,22.799999,8.400100,0:2:1,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:2,15,C,F,N,-0.091736,22.789999,8.369900,0:2:2,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:2:3,16,C,F,N,-0.183563,22.799999,8.382100,0:2:3,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:2:4,17,C,F,N,-0.107056,22.809999,8.403000,0:2:4,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:2:5,18,C,F,N,-0.198781,22.809999,8.400100,0:2:5,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:6,19,C,F,N,-0.076508,22.789999,8.369900,0:2:6,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
2:7,20,C,F,N,-0.168243,22.799999,8.382100,0:2:7,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:2:8,21,C,F,N,-0.122375,22.789999,8.403000,0:2:8,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:2:9,22,C,F,N,0.045685,22.799999,8.400100,0:2:9,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:10,23,C,F,N,-0.030823,22.799999,8.369900,0:2:10,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:2:11,24,C,F,N,-0.122375,22.789999,8.382100,0:2:11,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:2:12,25,C,F,N,-0.076508,22.799999,8.403000,0:2:12,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:2:13,26,C,F,N,-0.137695,22.799999,8.400100,0:2:13,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:14,27,C,F,N,0.122101,22.789999,8.369900,0:2:14,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:2:15,28,C,F,N,-0.244659,22.799999,8.382100,0:2:15,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:2:16,29,C,F,N,-0.473877,22.789999,8.403000,0:2:16,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
2:17,30,C,F,N,-0.000092,22.779999,8.400100,0:2:17,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:18,31,C,F,N,-0.305664,22.769999,8.369900,0:2:18,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
0:2:19,32,C,F,N,-0.091827,22.769999,8.382100,0:2:19,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:2:20,33,C,F,N,-0.076508,22.779999,8.403000,0:2:20,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:2:21,34,C,F,N,-0.168335,22.769999,8.400100,0:2:21,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
:2:22,35,C,F,N,-0.183563,22.769999,8.369900,0:2:22,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:2:23,36,C,F,N,-0.198792,22.779999,8.382100,0:2:23,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:2:24,37,C,F,N,-0.259979,22.779999,8.403000,0:2:24,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
38,C,F,N,-0.045959,22.779999,8.400100,0:2:25,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:26,39,C,F,N,-0.229431,22.769999,8.369900,0:2:26,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:2:27,40,C,F,N,-0.046041,22.779999,8.382100,0:2:27,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
8,41,C,F,N,0.061005,22.779999,8.403000,0:2:28,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
:2:29,42,C,F,N,0.229065,22.769999,8.400100,0:2:29,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:31,43,C,F,N,-0.046051,22.779999,8.369900,0:2:31,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:2:31,44,C,F,N,-0.061188,22.779999,8.382100,0:2:31,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:2:32,45,C,F,N,0.015137,22.779999,8.403000,0:2:32,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:2:34,46,C,F,N,-0.000183,22.789999,8.400100,0:2:34,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:35,47,C,F,N,0.183380,22.799999,8.369900,0:2:35,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:2:35,48,C,F,N,0.091553,22.789999,8.382100,0:2:35,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
:37,49,C,F,N,0.213745,22.789999,8.403000,0:2:37,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:2:38,50,C,F,N,0.274841,22.779999,8.400100,0:2:38,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:39,51,C,F,N,0.320709,22.779999,8.369900,0:2:39,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:2:40,52,C,F,N,0.152557,22.769999,8.382100,0:2:40,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
,0:2:41,53,C,F,N,0.091553,22.779999,8.403000,0:2:41,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
,C,F,N,0.229156,22.779999,8.400100,0:2:42,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:2:43,55,C,F,N,-0.076599,22.779999,8.369900,0:2:43,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
0:2:44,56,C,F,N,-0.015411,22.769999,8.382100,0:2:44,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
