1099,0:7:20,1652,T,-0.681876,28.949999,8.475158,-8.605957,3.402710,18.180847,0.041992,0.022217,1.094727,15.638144,-821.347656,-536.339966,172.403183,STANDBY
1099,0:7:20,1653,T,-0.681876,28.930000,8.470737,-6.835938,2.281189,17.158508,0.044678,0.024414,1.080811,12.505614,-799.630066,-548.660828,172.214981,STANDBY
1099,0:7:20,1654,T,-0.681876,28.920000,8.461895,-5.729675,0.434875,16.296387,0.038818,0.032959,1.063232,15.638144,-806.869263,-551.125061,171.879379,STANDBY
1099,0:7:21,1655,T,-0.681876,28.939999,8.461895,-4.936218,-1.266479,15.548706,0.045898,0.036377,1.036133,50.095963,-775.499390,-543.732483,171.699112,STANDBY
1099,0:4:49,282,C,F,N,0.903198,27.840000,8.400100,0:4:49,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:7:21,1656,T,-0.445810,28.939999,8.484000,-4.646301,-2.059937,14.717102,0.044922,0.035400,1.019043,18.770674,-780.325562,-519.090637,171.508438,STANDBY
1099,0:7:21,1657,T,-0.445810,28.930000,8.457474,-4.142761,-1.556396,13.854980,0.045166,0.037354,1.020996,28.168261,-768.260254,-511.698090,171.645538,STANDBY
1099,0:7:21,1658,T,-0.445810,28.939999,8.453053,-3.913879,0.053406,13.061523,0.050537,0.041260,1.147461,15.638144,-773.086365,-501.841370,171.916199,STANDBY
1099,0:7:22,1659,T,-0.642596,28.949999,8.461895,-2.792358,1.678467,12.107849,0.050049,0.048828,1.102295,37.565849,-775.499390,-499.377167,171.874298,STANDBY
1099,0:4:50,283,C,F,N,0.872681,27.840000,8.369900,0:4:50,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
7:22,1660,T,-0.642596,28.959999,8.479579,-1.632690,3.440857,11.093140,0.052246,0.047852,1.094482,31.300789,-756.194885,-514.162292,171.760956,STANDBY
1099,0:7:22,1661,T,-0.642596,28.959999,8.461895,-1.220703,4.783630,10.223389,0.051025,0.054932,1.066650,37.565849,-751.368774,-509.233917,171.600937,STANDBY
0:7:22,1662,T,-0.642596,28.949999,8.461895,-0.679016,4.798889,9.284973,0.051514,0.051025,1.057129,37.565849,-761.021057,-514.162292,171.917007,STANDBY
1099,0:4:51,284,C,F,N,0.918559,27.830000,8.382100,0:4:51,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:7:23,1663,T,-0.445827,28.949999,8.479579,0.106812,2.449036,8.712769,0.062500,0.068604,1.302979,25.035730,-765.847168,-538.804138,171.779343,STANDBY
