1099,0:0:39,141,T,-0.078474,22.789999,8.430947,0.907898,-0.396729,1.472473,-0.039062,0.055908,1.038330,-347.735168,-686.216064,-501.841370,-156.381546,STANDBY
1099,0:0:39,142,T,-0.078474,22.789999,8.430947,1.724243,-0.358582,1.480103,-0.043457,0.066162,1.040283,-338.337585,-683.803040,-509.233917,-156.125000,STANDBY
1099,0:0:39,143,T,-0.078474,22.789999,8.426526,1.266479,-0.335693,1.502991,-0.038330,0.067871,1.040039,-363.397797,-703.107544,-514.162292,-156.267990,STANDBY
1099,0:0:40,144,T,0.000183,22.789999,8.466316,0.099182,-0.381470,1.441956,-0.048096,0.039551,1.071533,-347.735168,-686.216064,-501.841370,-156.230209,STANDBY
1099,0:0:40,145,T,0.000183,22.789999,8.461895,2.189636,-0.480652,1.502991,-0.040283,0.065430,1.038330,-300.747223,-674.150757,-514.162292,-156.242783,STANDBY
1099,0:0:40,146,T,0.000183,22.799999,8.457474,0.846863,-0.289917,1.480103,-0.042969,0.056152,1.041260,-363.397797,-693.455322,-499.377167,-156.286606,STANDBY
1099,0:0:40,147,T,0.013245,22.799999,8.457474,1.403809,-0.389099,1.449585,-0.044189,0.053223,1.035400,-332.072510,-688.629211,-514.162292,-156.558197,STANDBY
1099,0:0:41,148,T,0.013245,22.799999,8.457474,1.319885,-0.389099,1.502991,-0.038818,0.067627,1.039551,-366.530334,-691.042236,-516.626465,-156.494751,STANDBY
1099,0:0:41,149,T,0.013245,22.799999,8.453053,0.343323,-0.129700,1.419067,-0.036377,0.045898,1.051758,-363.397797,-678.976929,-489.520416,-156.442368,STANDBY
1099,0:0:41,150,T,0.013245,22.799999,8.453053,1.358032,-0.373840,1.495361,-0.041992,0.054199,1.045410,-344.602631,-674.150757,-519.090637,-155.989685,STANDBY
1099,0:0:41,151,T,0.157331,22.809999,8.453053,0.946045,-0.320435,1.419067,-0.044434,0.051270,1.038086,-341.470093,-666.911560,-506.769714,-155.774658,STANDBY
,0:0:42,152,T,0.157331,22.820000,8.457474,1.716614,-0.366211,1.441956,-0.042236,0.063232,1.046875,-347.735168,-662.085510,-501.841370,-156.045059,STANDBY
1099,0:0:42,153,T,0.157331,22.809999,8.457474,0.984192,-0.335693,1.541138,-0.039062,0.062256,1.045654,-347.735168,-666.911560,-506.769714,-155.968231,STANDBY
1099,0:0:42,154,T,0.157244,22.820000,8.448631,0.167847,-0.389099,1.403809,-0.043945,0.044189,1.051758,-347.735168,-691.042236,-506.769714,-156.026093,STANDBY
1099,0:0:43,155,T,0.157244,22.820000,8.457474,0.442505,-0.312805,1.426697,-0.040283,0.061768,1.038330,-347.735168,-681.390015,-501.841370,-155.861267,STANDBY
1099,0:0:43,156,T,0.157244,22.830000,8.448631,0.457764,-0.350952,1.411438,-0.037598,0.045166,1.039062,-341.470093,-671.737732,-496.912964,-156.088669,STANDBY
1099,0:0:43,157,T,0.157244,22.830000,8.444210,1.838684,-0.450134,1.434326,-0.043945,0.063477,1.047607,-357.132751,-698.281433,-524.019043,-156.134537,STANDBY
1099,0:0:43,158,T,0.222682,22.840000,8.448631,1.106262,-0.320435,1.358032,-0.039062,0.064453,1.038818,-338.337585,-703.107544,-514.162292,-156.370697,STANDBY
99,0:0:44,159,T,0.222682,22.830000,8.448631,0.251770,-0.297546,1.495361,-0.039795,0.048096,1.039551,-347.735168,-671.737732,-501.841370,-156.481842,STANDBY
1099,0:0:44,160,T,0.222682,22.850000,8.453053,1.396179,-0.274658,1.502991,-0.039307,0.057861,1.045898,-344.602631,-683.803040,-514.162292,-156.352875,STANDBY
1099,0:0:44,161,T,0.209630,22.840000,8.448631,1.159668,-0.358582,1.510620,-0.038574,0.061768,1.049805,-354.000214,-666.911560,-521.554810,-156.242065,STANDBY
1099,0:0:44,162,T,0.209630,22.840000,8.448631,0.785828,-0.350952,1.411438,-0.042480,0.052734,1.043701,-344.602631,-688.629211,-509.233917,-156.281479,STANDBY
1099,0:0:45,163,T,0.209630,22.850000,8.448631,1.419067,-0.389099,1.434326,-0.042480,0.060791,1.035645,-322.674927,-691.042236,-501.841370,-156.342361,STANDBY
1099,0:0:45,164,T,0.209630,22.859999,8.444210,0.961304,-0.350952,1.518250,-0.039062,0.056641,1.039307,-341.470093,-676.563843,-511.698090,-156.491211,STANDBY
1099,0:0:45,165,T,0.209804,22.859999,8.448631,1.312256,-0.442505,1.487732,-0.041748,0.058105,1.040527,-325.807465,-678.976929,-494.448822,-156.290298,STANDBY
1099,0:0:45,166,T,0.209804,22.859999,8.448631,1.380920,-0.442505,1.464844,-0.040527,0.064209,1.031494,-354.000214,-695.868347,-501.841370,-156.049164,STANDBY
1099,0:0:46,167,T,0.209804,22.859999,8.444210,0.381470,-0.236511,1.449585,-0.042969,0.050537,1.043945,-319.542389,-683.803040,-524.019043,-156.054794,STANDBY
1099,0:0:46,168,T,0.104858,22.869999,8.444210,1.838684,-0.495911,1.441956,-0.035156,0.063477,1.035156,-322.674927,-681.390015,-506.769714,-156.324097,STANDBY
1099,0:0:46,169,T,0.104858,22.869999,8.448631,0.236511,-0.320435,1.403809,-0.041016,0.051514,1.040771,-328.940002,-676.563843,-516.626465,-156.246399,STANDBY
1099,0:0:46,170,T,0.104858,22.869999,8.448631,2.113342,-0.434875,1.480103,-0.041016,0.059814,1.040771,-354.000214,-686.216064,-506.769714,-156.233185,STANDBY
1099,0:0:47,171,T,0.104858,22.879999,8.444210,1.228333,-0.373840,1.495361,-0.041260,0.067383,1.037842,-338.337585,-669.324707,-504.305511,-156.168976,STANDBY
1099,0:0:47,172,T,0.078753,22.879999,8.448631,0.221252,-0.358582,1.403809,-0.042480,0.047607,1.041748,-347.735168,-686.216064,-526.483215,-156.203094,STANDBY
1099,0:0:47,173,T,0.078753,22.889999,8.444210,1.762390,-0.442505,1.426697,-0.044189,0.059814,1.040527,-350.867706,-683.803040,-533.875732,-156.203003,STANDBY
1099,0:0:48,174,T,0.078753,22.889999,8.444210,1.441956,-0.267029,1.449585,-0.040283,0.062012,1.044189,-341.470093,-686.216064,-511.698090,-156.471542,STANDBY
1099,0:0:48,175,T,0.078753,22.889999,8.444210,0.930786,-0.450134,1.457214,-0.041748,0.055420,1.042969,-332.072510,-683.803040,-524.019043,-156.364548,STANDBY
1099,0:0:48,176,T,0.078753,22.910000,8.444210,0.869751,-0.297546,1.403809,-0.045410,0.046387,1.054932,-319.542389,-678.976929,-494.448822,-156.278931,STANDBY
