15,1,C,F,N,-1.055837,22.279999,8.403000,0:1:15,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:1:16,2,C,F,N,-1.086416,22.260000,8.400100,0:1:16,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:1:17,3,C,F,N,-1.208852,22.240000,8.369900,0:1:17,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:1:18,4,C,F,N,-1.147593,22.219999,8.382100,0:1:18,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:1:19,5,C,F,N,-1.101756,22.189999,8.403000,0:1:19,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:1:20,6,C,F,N,-0.948751,22.170000,8.400100,0:1:20,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
21,7,C,F,N,-1.132538,22.139999,8.369900,0:1:21,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:1:22,8,C,F,N,-1.285349,22.109999,8.382100,0:1:22,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:1:23,9,C,F,N,-1.208954,22.090000,8.403000,0:1:23,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:1:24,10,C,F,N,-1.132446,22.090000,8.400100,0:1:24,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:1:25,11,C,F,N,-1.331289,22.070000,8.369900,0:1:25,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:1:26,12,C,F,N,-1.117208,22.059999,8.382100,0:1:26,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:1:27,13,C,F,N,-1.208944,22.039999,8.403000,0:1:27,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:1:28,14,C,F,N,-1.514893,22.039999,8.400100,0:1:28,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
5,C,F,N,-1.392456,22.029999,8.369900,0:1:29,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:1:30,16,C,F,N,-1.285370,22.020000,8.382100,0:1:30,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:1:31,17,C,F,N,-1.423035,22.000000,8.403000,0:1:31,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
:32,18,C,F,N,-1.698385,21.990000,8.400100,0:1:32,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:1:33,19,C,F,N,-1.530324,21.969999,8.369900,0:1:33,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:1:34,20,C,F,N,-1.576151,21.959999,8.382100,0:1:34,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
