1099;16:59:34;341;T;1.706622;38.629997;16.736511;89.100182;25.306028;-87.279549;89.100182;25.306028;-87.279549;89.100182;25.306028;-87.279549;-1;STANDBY

1099;16:59:35;342;T;1.664688;38.610001;16.736511;88.763252;24.086878;-87.571503;88.763252;24.086878;-87.571503;88.763252;24.086878;-87.571503;-1;STANDBY

1099;16:59:36;343;T;1.650965;38.599998;16.736511;88.905121;24.748873;-87.469963;88.905121;24.748873;-87.469963;88.905121;24.748873;-87.469963;-1;STANDBY

1099;16:55:13;86;C;F;N;1.219176;32.610001;16.839069;16:55:13;33.712036;38.399315;905.900024;3;LAUNCH_WAIT;CXON

1099;16:59:37;344;T;1.704157;38.68;16.731628;89.103165;24.809715;-87.387726;89.103165;24.809715;-87.387726;89.103165;24.809715;-87.387726;-1;STANDBY

1099;16:59:38;345;T;1.648931;38.66;16.736511;88.807152;24.67589;-87.522125;88.807152;24.67589;-87.522125;88.807152;24.67589;-87.522125;-1;STANDBY

1099;16:59:39;346;T;1.646849;38.709999;16.736511;88.87999;24.887915;-87.499863;88.87999;24.887915;-87.499863;88.87999;24.887915;-87.499863;-1;STANDBY

1099;16:59:40;347;T;1.663327;38.73;16.731628;88.723534;24.785421;-87.591011;88.723534;24.785421;-87.591011;88.723534;24.785421;-87.591011;-1;STANDBY

1099;16:55:14;87;C;F;N;1.005764;32.649998;16.839069;16:55:14;33.712036;38.399315;905.900024;3;LAUNCH_WAIT;CXON

1099;16:59:41;348;T;1.646874;38.739998;16.731628;88.933624;24.679707;-87.499237;88.933624;24.679707;-87.499237;88.933624;24.679707;-87.499237;-1;STANDBY

1099;16:59:42;349;T;1.646562;38.719997;16.731628;88.769043;24.935219;-87.584984;88.769043;24.935219;-87.584984;88.769043;24.935219;-87.584984;-1;STANDBY

1099;16:59:43;350;T;1.650982;38.75;16.736511;88.881828;25.114378;-87.355782;88.881828;25.114378;-87.355782;88.881828;25.114378;-87.355782;-1;STANDBY

1099;16:59:44;351;T;1.645098;38.759998;16.726744;88.849838;25.276295;-87.504204;88.849838;25.276295;-87.504204;88.849838;25.276295;-87.504204;-1;STANDBY

1099;16:55:15;88;C;F;N;0.93974;32.689999;16.839069;16:55:15;33.712029;38.39933;907.5;3;LAUNCH_WAIT;CXON

1099;16:59:45;352;T;1.640692;38.790001;16.736511;89.014641;24.839046;-87.452881;89.014641;24.839046;-87.452881;89.014641;24.839046;-87.452881;-1;STANDBY

1099;16:59:46;353;T;1.620103;38.779999;16.731628;88.826042;24.981722;-87.605583;88.826042;24.981722;-87.605583;88.826042;24.981722;-87.605583;-1;STANDBY

1099;16:59:47;354;T;1.745832;38.790001;16.731628;88.371803;25.089226;-87.991409;88.371803;25.089226;-87.991409;88.371803;25.089226;-87.991409;-1;STANDBY

1099;16:59:48;355;T;1.57263;38.82;16.731628;87.739807;28.077263;-91.386238;87.739807;28.077263;-91.386238;87.739807;28.077263;-91.386238;-1;STANDBY

1099;16:55:16;89;C;F;N;1.018101;32.719997;16.839069;16:55:16;33.712029;38.39933;907.5;3;LAUNCH_WAIT;CXON
1099;16:59:49;356;T;1.640828;38.849998;16.731628;86.021103;37.423676;-81.676079;86.021103;37.423676;-81.676079;86.021103;37.423676;-81.676079;-1;STANDBY

1099;16:59:50;357;T;1.678771;38.849998;16.731628;80.14624;26.738949;-27.800447;80.14624;26.738949;-27.800447;80.14624;26.738949;-27.800447;-1;STANDBY

1099;16:59:51;358;T;1.678796;38.889999;16.731628;86.238647;23.643503;43.603046;86.238647;23.643503;43.603046;86.238647;23.643503;43.603046;-1;STANDBY

1099;16:59:52;359;T;1.786985;38.889999;16.731628;82.665886;29.911133;74.503349;82.665886;29.911133;74.503349;82.665886;29.911133;74.503349;-1;STANDBY

1099;16:55:17;90;C;F;N;1.001573;32.75;16.839069;16:55:17;33.712029;38.399349;905.799988;3;LAUNCH_WAIT;CXON
1099;16:59:53;360;T;1.807687;38.899998;16.731628;80.764809;26.169909;71.122757;80.764809;26.169909;71.122757;80.764809;26.169909;71.122757;-1;STANDBY

1099;16:59:54;361;T;1.675745;38.919998;16.726744;84.213951;25.654051;64.873413;84.213951;25.654051;64.873413;84.213951;25.654051;64.873413;-1;STANDBY

1099;16:59:55;362;T;1.694242;38.950001;16.731628;80.228622;32.176651;61.848675;80.228622;32.176651;61.848675;80.228622;32.176651;61.848675;-1;STANDBY

