1099;16:53:46;1;T;0.729592;29.269999;16.887907;2.500273;1.125382;-46.366482;2.500273;1.125382;-46.366482;2.500273;1.125382;-46.366482;-10;STANDBY
1099;16:53:47;2;T;0.665574;29.299999;16.887907;2.267064;1.234436;-46.685505;2.267064;1.234436;-46.685505;2.267064;1.234436;-46.685505;-10;STANDBY
1099;16:53:48;3;T;0.739774;29.32;16.878139;3.280196;2.18202;-46.26429;3.280196;2.18202;-46.26429;3.280196;2.18202;-46.26429;-10;STANDBY
1099;16:53:46;1;C;F;N;0.729592;29.269999;16.887907;16:53:46;33.71196;38.399422;911.900024;3;LAUNCH_WAIT;CXON
1099;16:53:49;4;T;0.805772;29.33;16.883022;1.993016;3.078209;-46.977322;1.993016;3.078209;-46.977322;1.993016;3.078209;-46.977322;-10;STANDBY
1099;16:53:50;5;T;0.987183;29.369999;16.883022;0.260285;5.533172;-50.697803;0.260285;5.533172;-50.697803;0.260285;5.533172;-50.697803;-10;STANDBY
1099;16:53:51;6;T;1.170672;29.389999;16.883022;1.571766;4.13168;-44.630924;1.571766;4.13168;-44.630924;1.571766;4.13168;-44.630924;-10;STANDBY
1099;16:53:52;7;T;0.872507;29.429998;16.883022;1.361017;4.019757;-43.809486;1.361017;4.019757;-43.809486;1.361017;4.019757;-43.809486;-10;STANDBY
1099;16:53:47;2;C;F;N;0.665574;29.299999;16.887907;16:53:47;33.71196;38.399422;911.900024;3;LAUNCH_WAIT;CXON
1099;16:53:53;8;T;0.915197;29.439999;16.878139;3.247085;1.096222;8.740201;3.247085;1.096222;8.740201;3.247085;1.096222;8.740201;-10;STANDBY
1099;16:53:54;9;T;0.88615;29.48;16.878139;3.028636;-0.207926;8.417433;3.028636;-0.207926;8.417433;3.028636;-0.207926;8.417433;-10;STANDBY
1099;16:53:55;10;T;0.816039;29.519999;16.878139;2.448108;1.30451;7.99745;2.448108;1.30451;7.99745;2.448108;1.30451;7.99745;-10;STANDBY
