1099,0:14:14,23,C,F,N,-0.045471,25.650000,8.369900,0:14:14,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO
1099,0:14:15,24,C,F,N,-0.105825,25.660000,8.382100,0:14:15,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO
1099,0:14:16,25,C,F,N,0.165904,25.639999,8.403000,0:14:16,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO
1099,0:14:17,26,C,F,N,-0.075745,25.629999,8.400100,0:14:17,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO
1099,0:14:18,27,C,F,N,-0.256958,25.650000,8.369900,0:14:18,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO
099,0:14:19,28,C,F,N,-0.166250,25.650000,8.382100,0:14:19,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO
:14:20,29,C,F,N,-0.347371,25.650000,8.403000,0:14:20,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO
1099,0:14:21,30,C,F,N,-0.226695,25.650000,8.400100,0:14:21,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO
1099,0:14:22,31,C,F,N,-0.075643,25.650000,8.369900,0:14:22,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO
1099,0:14:23,32,C,F,N,-0.226583,25.639999,8.382100,0:14:23,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO
1099,0:14:24,33,C,F,N,-0.090790,25.660000,8.403000,0:14:24,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,NO
:14:25,34,C,F,N,-0.226603,25.650000,8.400100,0:14:25,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,NO
35,C,F,N,-0.120860,25.650000,8.369900,0:14:26,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,NO
1099,0:14:27,36,C,F,N,-0.166250,25.660000,8.382100,0:14:27,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,NO
1099,0:14:28,37,C,F,N,-0.151204,25.660000,8.403000,0:14:28,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMENABLE
38,C,F,N,-0.090780,25.660000,8.400100,0:14:29,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:30,39,C,F,N,-0.136068,25.660000,8.369900,0:14:30,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:31,40,C,F,N,-0.241628,25.650000,8.382100,0:14:31,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:32,41,C,F,N,-0.241618,25.670000,8.403000,0:14:32,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:33,42,C,F,N,-0.166250,25.670000,8.400100,0:14:33,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:34,43,C,F,N,-0.105906,25.670000,8.369900,0:14:34,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:35,44,C,F,N,-0.015289,25.680000,8.382100,0:14:35,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:36,45,C,F,N,-0.196421,25.670000,8.403000,0:14:36,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:37,46,C,F,N,-0.196513,25.670000,8.400100,0:14:37,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMENABLE
38,47,C,F,N,-0.287038,25.680000,8.369900,0:14:38,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:39,48,C,F,N,-0.136169,25.680000,8.382100,0:14:39,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMENABLE
1099,0:14:40,49,C,S,N,-0.000024,25.650000,8.403000,0:14:40,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:41,50,C,S,N,-0.000024,25.639999,8.400100,0:14:41,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMACTIVE
99,0:14:42,51,C,S,N,-0.000024,25.639999,8.369900,0:14:42,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:43,52,C,S,N,-0.000024,25.639999,8.382100,0:14:43,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:44,53,C,S,N,-0.000024,25.650000,8.403000,0:14:44,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:45,54,C,S,N,-0.000024,25.639999,8.400100,0:14:45,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:46,55,C,S,N,-0.000024,25.639999,8.369900,0:14:46,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:47,56,C,S,N,-0.000024,25.629999,8.382100,0:14:47,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:48,57,C,S,N,-0.000024,25.639999,8.403000,0:14:48,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:49,58,C,S,N,-0.000024,25.639999,8.400100,0:14:49,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:50,59,C,S,N,-0.000024,25.629999,8.369900,0:14:50,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:51,60,C,S,N,-0.000024,25.629999,8.382100,0:14:51,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMACTIVE
1099,0:14:52,61,C,S,N,-23875.820312,25.639999,8.403000,0:14:52,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMP0.000000
1099,0:14:53,62,C,S,N,-23875.820312,25.639999,8.400100,0:14:53,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMP0.000000
1099,0:14:54,63,C,S,N,-23875.820312,25.629999,8.369900,0:14:54,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMP0.000000
1099,0:14:55,64,C,S,N,-23875.820312,25.639999,8.382100,0:14:55,32.734482,39.869904,930.432007,3,LAUNCH_WAIT1099,0:14:56,65,C,S,N,-23875.820312,25.639999,8.403000,0:14:56,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMP0.000000
1099,0:14:57,66,C,S,N,-23875.820312,25.629999,8.400100,0:14:57,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMP0.000000
1099,0:14:58,67,C,S,N,-23875.820312,25.629999,8.369900,0:14:58,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMP0.000000
1099,0:14:59,68,C,S,N,-23875.820312,25.629999,8.382100,0:14:59,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:0,69,C,S,N,-23875.820312,25.629999,8.403000,0:15:0,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:1,70,C,S,N,-23875.820312,25.619999,8.400100,0:15:1,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:2,71,C,S,N,-23875.820312,25.619999,8.369900,0:15:2,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:3,72,C,S,N,-23875.820312,25.619999,8.382100,0:15:3,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:4,73,C,S,N,-23875.820312,25.619999,8.403000,0:15:4,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:5,74,C,S,N,-23875.820312,25.629999,8.400100,0:15:5,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:6,75,C,S,N,-23875.820312,25.619999,8.369900,0:15:6,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:7,76,C,S,N,-23875.820312,25.619999,8.382100,0:15:7,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:8,77,C,S,N,-23875.820312,25.599998,8.403000,0:15:8,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:9,78,C,S,N,-23875.820312,25.609999,8.400100,0:15:9,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:10,79,C,S,N,-23875.820312,25.619999,8.369900,0:15:10,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:11,80,C,S,N,-23875.820312,25.619999,8.382100,0:15:11,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,SIMP0.000000
1099,0:15:13,81,C,S,N,-23875.820312,25.609999,8.403000,0:15:13,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,SIMP0.000000
