1099,0:0:4,1,C,F,N,-0.199270,23.059999,8.403000,0:0:4,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:5,2,C,F,N,-0.229991,23.049999,8.400100,0:0:5,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:6,3,C,F,N,-0.383097,23.059999,8.369900,0:0:6,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:7,4,C,F,N,-0.275777,23.049999,8.382100,0:0:7,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:8,5,C,F,N,-0.199178,23.039999,8.403000,0:0:8,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:9,6,C,F,N,-0.275777,23.039999,8.400100,0:0:9,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:10,7,C,F,N,-0.275767,23.019999,8.369900,0:0:10,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:11,8,C,F,N,-0.184011,23.019999,8.382100,0:0:11,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
0:12,9,C,F,N,-0.291219,23.010000,8.403000,0:0:12,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
099,0:0:13,10,C,F,N,-0.337219,23.000000,8.400100,0:0:13,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:14,11,C,F,N,-0.306498,23.000000,8.369900,0:0:14,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:15,12,C,F,N,-0.352468,22.990000,8.382100,0:0:15,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
,C,F,N,-0.321757,22.980000,8.403000,0:0:16,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:17,14,C,F,N,-0.245229,22.959999,8.400100,0:0:17,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
099,0:0:18,15,C,F,N,-0.122579,22.949999,8.369900,0:0:18,32.734482,39.869907,932.109985,3,LAUNCH_W9,16,C,F,N,-0.245148,22.959999,8.382100,0:0:19,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:20,17,C,F,N,-0.245260,22.939999,8.403000,0:0:20,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
099,0:0:21,18,C,F,N,-0.306498,22.939999,8.400100,0:0:21,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:22,19,C,F,N,-0.168650,22.920000,8.369900,0:0:22,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:23,20,C,F,N,-0.321747,22.910000,8.382100,0:0:23,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
4,21,C,F,N,-0.245239,22.900000,8.403000,0:0:24,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:25,22,C,F,N,-0.275869,22.889999,8.400100,0:0:25,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:26,23,C,F,N,-0.306590,22.879999,8.369900,0:0:26,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:27,24,C,F,N,-0.398448,22.850000,8.382100,0:0:27,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:28,25,C,F,N,-0.490204,22.840000,8.403000,0:0:28,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:29,26,C,F,N,-0.490387,22.840000,8.400100,0:0:29,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
:30,27,C,F,N,-0.689565,22.840000,8.369900,0:0:30,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:31,28,C,F,N,-0.704753,22.859999,8.382100,0:0:31,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:32,29,C,F,N,-0.551646,22.850000,8.403000,0:0:32,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:33,30,C,F,N,-0.567006,22.859999,8.400100,0:0:33,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
