1099,18:18:37,1,C,F,N,-0.105428,25.789999,8.403000,18:18:37,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,18:18:38,2,C,F,N,-0.029978,25.789999,8.400100,18:18:38,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,18:18:39,3,C,F,N,0.105794,25.769999,8.369900,18:18:39,32.734482,39.869907,932.11099,18:18:40,4,C,F,N,-0.045013,25.779999,8.382100,18:18:40,32.734482,39.869904,930.1099,18:18:41,5,C,F,N,-0.135590,25.760000,8.403000,18:18:41,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,18:18:42,6,C,F,N,-0.241201,25.750000,8.400100,18:18:42,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,18:0:0,7,C,F,N,-0.210948,25.750000,8.369900,18:0:0,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:1,8,C,F,N,0.105886,25.730000,8.382100,18:0:1,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:2,9,C,F,N,-0.075175,25.740000,8.403000,18:0:2,32.73,3,LAUNCH_WAIT,ST18:0:0
9,18:0:3,10,C,F,N,-0.060140,25.709999,8.400100,18:0:3,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:4,11,C,F,N,-0.045105,25.709999,8.369900,18:0:4,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:5,12,C,F,N,0.105794,25.709999,8.382100,18:0:5,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:6,13,C,F,N,0.120829,25.699999,8.403000,18:0:6,32.734482,39.869907,931.729980,3,LAUNCH_WAI1099,18:0:7,14,C,F,N,0.000183,25.699999,8.400100,18:0:7,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:8,15,C,F,N,0.211497,25.699999,8.369900,18:0:8,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:9,16,C,F,N,0.226532,25.699999,8.382100,18:0:9,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:10,17,C,F,N,0.317017,25.689999,8.403000,18:0:10,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:11,18,C,F,N,0.392476,25.680000,8.400100,18:0:11,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:12,19,C,F,N,0.286947,25.680000,8.369900,18:0:12,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:13,20,C,F,N,0.362315,25.680000,8.382100,18:0:13,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:14,21,C,F,N,0.392476,25.670000,8.403000,18:0:14,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:15,22,C,F,N,0.075541,25.670000,8.400100,18:0:15,32.734486,39.869907,929.9809,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:16,23,C,F,N,0.226532,25.680000,8.369900,18:0:16,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:17,24,C,F,N,0.196462,25.680000,8.382100,18:0:17,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:18,25,C,F,N,-0.014760,25.680000,8.403000,18:0:18,32.734482,39.869907,931.729980,1099,18:0:19,26,C,F,N,0.075633,25.680000,8.400100,18:0:19,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:20,27,C,F,N,0.105794,25.680000,8.369900,18:0:20,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:21,28,C,F,N,0.060598,25.680000,8.382100,18:0:21,32.734482,39.869904,930.431099,18:0:22,29,C,F,N,0.045471,25.689999,8.403000,18:0:22,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:23,30,C,F,N,0.045471,25.709999,8.400100,18:0:23,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:24,31,C,F,N,0.181244,25.709999,8.369900,18:0:24,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:25,32,C,F,N,0.136047,25.699999,8.382100,18:0:25,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:26,33,C,F,N,0.105804,25.709999,8.403000,18:0:26,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:27,34,C,F,N,-0.045013,25.709999,8.400100,18:0:27,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:28,35,C,F,N,0.090668,25.719999,8.369900,18:0:28,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,ST18:0:0
1099,18:0:29,36,C,F,N,-0.150625,25.740000,8.382100,18:0:29,32.734482,39.869904,930.49,18:0:30,37,C,F,N,-0.165751,25.730000,8.403000,18:0:30,32.734482,39.869907,931.7
