1099,0:0:26,1,C,F,N,0.091909,22.609999,8.403000,0:0:26,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:27,2,C,F,N,0.061239,22.600000,8.400100,0:0:27,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:28,3,C,F,N,0.229655,22.590000,8.369900,0:0:28,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
0:0:29,4,C,F,N,0.199046,22.580000,8.382100,0:0:29,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:30,5,C,F,N,0.275594,22.570000,8.403000,0:0:30,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:31,6,C,F,N,0.306203,22.559999,8.400100,0:0:31,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:32,7,C,F,N,0.321543,22.559999,8.369900,0:0:32,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
9,0:0:33,8,C,F,N,0.260254,22.539999,8.382100,0:0:33,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:34,9,C,F,N,0.229757,22.549999,8.403000,0:0:34,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
,10,C,F,N,0.137950,22.529999,8.400100,0:0:35,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:36,11,C,F,N,0.290955,22.539999,8.369900,0:0:36,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:37,12,C,F,N,0.260356,22.539999,8.382100,0:0:37,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:38,13,C,F,N,0.198954,22.529999,8.403000,0:0:38,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:39,14,C,F,N,0.183797,22.519999,8.400100,0:0:39,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
1099,0:0:40,15,C,F,N,0.489827,22.529999,8.369900,0:0:40,32.734482,39.869907,932.109985,3,LAUNCH_WAIT,CXON
1099,0:0:41,16,C,F,N,0.214396,22.519999,8.382100,0:0:41,32.734482,39.869904,930.432007,3,LAUNCH_WAIT,CXON
1099,0:0:42,17,C,F,N,0.076548,22.519999,8.403000,0:0:42,32.734482,39.869907,931.729980,3,LAUNCH_WAIT,CXON
1099,0:0:43,18,C,F,N,0.214315,22.510000,8.400100,0:0:43,32.734486,39.869907,929.984009,3,LAUNCH_WAIT,CXON
