1099,0:1:39,370,T,0.052368,26.789999,8.448631,1.838684,0.350952,0.396729,0.065918,0.012207,1.048584,-294.482178,-403.887756,-70.608940,-145.127472,STANDBY
1099,0:1:40,371,T,0.026158,26.799999,8.448631,2.487183,-1.937866,3.662109,0.062988,0.011475,1.046387,-294.482178,-399.061646,-31.181971,-145.115753,STANDBY
1099,0:1:40,372,T,0.026158,26.799999,8.444210,2.136230,-3.372192,6.187439,0.065430,0.008301,1.049561,-294.482178,-413.540009,-70.608940,-144.763611,STANDBY
1099,0:1:40,373,T,0.026158,26.809999,8.444210,0.892639,-2.273560,4.981995,0.068115,0.012695,1.042480,-291.349640,-435.257599,-58.288006,-144.924469,STANDBY
1099,0:1:40,374,T,0.026158,26.820000,8.448631,0.381470,0.518799,1.678467,0.063965,0.007812,1.044189,-300.747223,-423.192261,-60.752182,-144.070435,STANDBY
1099,0:1:41,375,T,0.249076,26.820000,8.448631,0.694275,2.540588,-2.029419,0.064209,0.007568,1.039551,-325.807465,-432.844513,-60.752182,-143.619171,STANDBY
1099,0:1:41,376,T,0.249076,26.820000,8.448631,1.045227,1.937866,-4.516602,0.065186,0.008545,1.046631,-291.349640,-406.300842,-73.073120,-143.170410,STANDBY
1099,0:1:41,377,T,0.249076,26.830000,8.448631,1.548767,-0.892639,-2.120972,0.064697,0.010986,1.040283,-313.277344,-403.887756,-60.752182,-142.811096,STANDBY
1099,0:1:41,378,T,0.222796,26.840000,8.444210,1.945496,-3.074646,2.296448,0.070312,0.012207,1.037354,-294.482178,-403.887756,-55.823830,-142.988083,STANDBY
1099,0:1:42,379,T,0.222796,26.849998,8.448631,1.617432,-3.082275,4.417419,0.067627,0.012695,1.038330,-278.819519,-420.779205,-43.502895,-143.721588,STANDBY
1099,0:1:42,380,T,0.222796,26.840000,8.448631,0.984192,-0.961304,2.700806,0.067139,0.013916,1.051758,-303.879761,-415.953094,-78.001503,-144.066452,STANDBY
1099,0:1:42,381,T,0.222796,26.849998,8.444210,0.442505,1.304626,-1.403809,0.066406,0.014648,1.042969,-300.747223,-408.713867,-65.680565,-144.016891,STANDBY
1099,0:1:42,382,T,0.039237,26.869999,8.448631,0.259399,2.220154,-5.348206,0.064209,0.011475,1.047607,-278.819519,-401.474701,-68.144737,-143.761734,STANDBY
1099,0:1:43,383,T,0.039237,26.859999,8.439790,0.823975,0.938416,-6.141663,0.066162,0.012207,1.040283,-285.084595,-386.996338,-63.216389,-143.709442,STANDBY
1099,0:1:43,384,T,0.039237,26.869999,8.444210,1.777649,-1.480103,-2.441406,0.063477,0.013916,1.048584,-272.554474,-377.344086,-73.073120,-143.903137,STANDBY
1099,0:1:43,385,T,0.104719,26.869999,8.439790,2.006531,-2.952576,1.823425,0.069336,0.010742,1.046387,-275.687012,-379.757141,-75.537292,-144.800339,STANDBY
1099,0:1:44,386,T,0.104719,26.889999,8.444210,1.464844,-2.593994,3.417969,0.069336,0.008301,1.046631,-272.554474,-401.474701,-53.359642,-145.156494,STANDBY
1099,0:1:44,387,T,0.104719,26.889999,8.475158,0.648499,-0.274658,0.701904,0.065430,0.012451,1.032959,-281.952057,-389.409393,-65.680565,-145.506226,STANDBY
1099,0:1:44,388,T,0.104719,26.900000,8.470737,0.259399,1.823425,-2.754211,0.069336,0.009033,1.041748,-266.289429,-406.300842,-63.216389,-146.128357,STANDBY
1099,0:1:44,389,T,0.314662,26.900000,8.466316,0.450134,1.976013,-5.767822,0.065918,0.010498,1.050293,-263.156891,-374.931030,-70.608940,-146.263336,STANDBY
1099,0:1:45,390,T,0.314662,26.889999,8.466316,0.976562,0.144958,-5.622864,0.065674,0.007080,1.048340,-225.566544,-379.757141,-50.895451,-146.504211,STANDBY
1099,0:1:45,391,T,0.314662,26.900000,8.461895,1.792908,-2.235413,-1.319885,0.062988,0.013672,1.045410,-197.373795,-372.517944,-63.216389,-146.884308,STANDBY
1099,0:1:45,392,T,0.340873,26.900000,8.466316,1.937866,-2.967834,2.708435,0.067383,0.008057,1.043457,-238.096664,-374.931030,-75.537292,-147.628189,STANDBY
